,Institue
612,"GOVT. MEDICAL COLLEGE,PATIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001"
613,"GOVT. MEDICAL COLLEGE,TIRUNEL VELI , DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11,
Tamil Nadu, 627011"
614,"GOVT. MEDICAL COLLEGE,TIRUNELVELI,DEAN, TIRUNELVELI MEDICAL COLLEGE,
HIGHGROUND, TIRUNELVELI-11, Tamil Nadu, 627011"
615,"GOVT. MOHAN KUMAR AMANG ALAM M.C.,SA LEM,MA JEERA KOLLAP PATTI,
Salem steel Plant Road Salem 636030
TamilNa du, Tamil Nadu, 636030"
616,"GOVT. MOHAN KUMARAMANGALA M M.C.,SALEM , MAJEERA KOLLAPPATTI,
Salem steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030"
617,"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM,MAJEERA KOLLAPPATTI,
Salem steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030"
618,"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM,MAJEERA KOLLAPPATTI, Salem
steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030"
619,"GOVT. VELLOR E MEDICA L COLLEG E, VELLOR
E,Govern ment Vellore Medical College and Hospital, Adukkam parai, Vellore., Tamil Nadu, 632011"
620,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE ,
Government Vellore Medical College and Hospital, Adukkamparai, Vellore., Tamil Nadu, 632011"
621,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE,Government Vellore Medical College and Hospital,
Adukkamparai, Vellore., Tamil Nadu, 632011"
622,"GOVT.M EDICAL COLLEG E, AMRITS AR,CIRC ULAR ROAD, AMRITS AR- 143001,
Punjab, 143001"
623,"GOVT.M EDICAL COLLEG E, KOTA,R
angbari Road Kota, Rajastha n, 324005"
624,"GOVT.M EDICAL COLLEG E, THRISS
UR,Govt. Medical College, Thrissur, Medical College P.O, Pin
-680596,
Thrissur District., Kerala, 680596"
625,"GOVT.M EDICAL COLLEG E,THIRU VANANT HAPURA M,OFFIC E OF THE PRINCIP AL,GOV T.MEDIC AL COLLEG E THIRUV ANANTH APURA M,MEDI CAL COLLEG E PO,KER ALA,
Kerala, 695011"
626,"GOVT.MEDICAL COLLEGE, AMRITSAR , CIRCULAR ROAD, AMRITSAR-143001,
Punjab, 143001"
627,"GOVT.MEDICAL COLLEGE, AMRITSAR,CIRCULAR ROAD, AMRITSAR-143001,
Punjab, 143001"
628,"GOVT.MEDICAL COLLEGE, KOTA ,
Rangbari Road Kota, Rajasthan, 324005"
629,"GOVT.MEDICAL COLLEGE, KOTA,Rangbari Road Kota, Rajasthan, 324005"
630,"GOVT.MEDICAL COLLEGE, THRISSUR ,
Govt.Medical College,Thrissur,Medi cal College P.O, Pin - 680596, Thrissur District., Kerala, 680596"
631,"GOVT.MEDICAL COLLEGE, THRISSUR,Govt.Medical College,Thrissur,Medical College P.O, Pin -680596, Thrissur District., Kerala, 680596"
632,"GOVT.MEDICAL COLLEGE,THIRUVA NANTHAPURAM , OFFICE OF THE PRINCIPAL,GOVT.M EDICAL COLLEGE THIRUVANANTHAP URAM,MEDICAL COLLEGE PO,KERALA, Kerala, 695011"
633,"GOVT.MEDICAL COLLEGE,THIRUVANANTHAPURAM,OFFICE OF THE PRINCIPAL,GOVT.MEDICAL COLLEGE THIRUVANANTHAPURAM,MEDICAL COLLEGE PO,KERALA, Kerala, 695011"
634,"GRANT MEDICA L COLL & SIR J.J.HOS P,MUMB AI,Sir JJ
Group of Hospital Compou nd, Sir JJ Road, Byculla Mumbai, Maharas htra, 400008"
635,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI ,
Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008"
636,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI,Sir JJ Group of
HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008"
637,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI,Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008"
638,"GTMC, THIRUV ARUR,M ASTER PLAN COMPLE X, VILAMAL VILLAGE
, THIRUV ARUR,
Tamil Nadu, 610004"
639,"GTMC, THIRUVARUR , MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004"
640,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX, VILAMAL VILLAGE,
THIRUVARUR, Tamil Nadu, 610004"
641,"GUNTU R MEDICA L COLLEG E, GUNTU
R,Kanna varithoa Opp.
NGOs
Associati on Building, Andhra Pradesh, 522004"
642,"GUNTUR MEDICAL COLLEGE, GUNTUR
, Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004"
643,"GUNTUR MEDICAL COLLEGE, GUNTUR,Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004"
644,"GURU GOVIND SINGH MED COLL,FA RIDKOT,
Sadiq Road, Faridkot., Punjab, 151203"
645,"GURU GOVIND SINGH MED COLL,FARIDKOT ,
Sadiq Road, Faridkot., Punjab, 151203"
646,"GURU GOVIND SINGH MED COLL,FARIDKOT,Sadiq Road, Faridkot., Punjab, 151203"
647,"GUWAH ATI MEDICA L COLLEG E, GUWAH
ATI,Nara kasur Hill top , Bhangag arh, Guwahati
, Assam, 781032"
648,"GUWAHATI MEDICAL COLLEGE, GUWAHATI ,
Narakasur Hill top , Bhangagarh, Guwahati, Assam, 781032"
649,"GUWAHATI MEDICAL COLLEGE, GUWAHATI,Narakasur Hill top , Bhangagarh, Guwahati, Assam, 781032"
650,"GVMC, VILLUPU RAM,TH E DEAN, GOVT. VILLUPU RAM MEDICA L COLLEG E, TRICHY TRUNK ROAD, MUNDIY AMPAKK AM, VILLUPU RAM DISTRIC
T, Tamil Nadu, 605601"
651,"GVMC, VILLUPURAM , THE DEAN, GOVT. VILLUPURAM MEDICAL COLLEGE, TRICHY TRUNK ROAD, MUNDIYAMPAKKAM
, VILLUPURAM DISTRICT, Tamil Nadu, 605601"
652,"GVMC, VILLUPURAM,THE DEAN, GOVT. VILLUPURAM MEDICAL COLLEGE, TRICHY TRUNK ROAD, MUNDIYAMPAKKAM, VILLUPURAM DISTRICT, Tamil Nadu, 605601"
653,"Gadag Institute of Medical Sciences
,GADAG INSTITU TE OF MEDICA L SCIENC ES GADAG
Mallasa mudra,G adag- 582103,
Karnatak a, 582103"
654,"Gadag Institute of Medical Sciences , GADAG INSTITUTE OF MEDICAL SCIENCES GADAG
Mallasamudra,Gadag
-582103"
655,"Gadag Institute of Medical Sciences , GADAG INSTITUTE OF MEDICAL SCIENCES GADAG
Mallasamudra,Gadag
-582103, Karnataka,
582103"
656,"Gadag Institute of Medical Sciences,GADAG INSTITUTE OF MEDICAL SCIENCES GADAG Mallasamudra,Gadag-582103"
657,"Gadag Institute of Medical Sciences,GADAG INSTITUTE OF MEDICAL SCIENCES GADAG Mallasamudra,Gadag-582103, Karnataka, 582103"
658,"Gandhi Medical College Musheer abad Secunde rabad,M USHEER ABAD, SECUND ERABAD
,
Telangan a, 500003"
659,"Gandhi Medical College Musheerabad Secunderabad , MUSHEERABAD, SECUNDERABAD,
Telangana, 500003"
660,"Gandhi Medical College Musheerabad Secunderabad,MUSHEERABAD, SECUNDERABAD, Telangana, 500003"
661,"Gmc, Bahraich ,
K.D.C Road Bahraich-271801,
Uttar Pradesh, 271801"
662,"Gmc, Bahraich, K.D.C
Road Bahraich
-271801,
Uttar Pradesh, 271801"
663,"Gmc, Bahraich,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801"
664,"Goverme nt Medical College And Hospital Jalgaon, GOVER NMENT MEDICA L COLLEG E, JILHA PETH, NEAR MAIN POST OFFICE, JALGAO N,
Maharas htra, 425001"
665,"Goverme nt Medical College, Bettiah,G overnme nt Medical College Bettiah West Champar an
Bihar- 845438,
Bihar, 845438"
666,"Goverme nt Medical College, Datia,NE AR 29TH BATTALI ON, N.H.75, DATIA,
Madhya Pradesh, 475661"
667,"Goverment Medical College And Hospital Jalgaon , GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON,
Maharashtra, 425001"
668,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001"
669,"Goverment Medical College, Bettiah , Government Medical College
Bettiah West Champaran
Bihar- 845438, Bihar,
845438"
670,"Goverment Medical College, Bettiah,Government Medical College Bettiah West Champaran
Bihar- 845438, Bihar, 845438"
671,"Goverment Medical College, Datia , NEAR 29TH BATTALION,  N.H.75,
DATIA, Madhya Pradesh, 475661"
672,"Goverment Medical College, Datia,NEAR 29TH BATTALION,  N.H.75, DATIA, Madhya Pradesh, 475661"
673,"Governm ent Dental College & Hospital, Srinagar, Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010"
674,"Governm ent Dental College Hyderab ad,GOV ERNME NT DENTAL COLLEG E AND HOSPIT AL, AFZALG UNJ, HYDERA BAD - 500012,
Telangan a, 500012"
675,"Governm ent Dental College and Hospital, Vijayawa da,Gover nment Dental College and Hospital, Machava ram Post, Vijayawa da - 520004,
Andhra Pradesh, 520004"
676,"Governm ent Dental College, Alappuzh a,Govern ment Dental College T.D
Medical College (PO)
Alappuzh a,Kerala, Kerala, 688005"
677,"Governm ent Dental College, Thrissur, MEDICA L COLLEG E(P O) THRISS UR,
Kerala, 680596"
678,"Governm ent DentalCo llege and Hospital Paithna Bhaganbi gha Rahui Nalanda, Paithna- Bhaganbi gha, Rahui, Nalanda, Bihar, 803118"
679,"Governm ent Doon Medcial College, Dehradu n,Govern ment Doon Medical College, Dehrakh as Patel Nagar, Dehradu n 248001,
Uttarakh and, 248001"
680,"Governm ent Medcial College, Gondia,N EAR NEHRU CHOWK, K.T.S. HOSPIT AL CAMPU S, GONDIA.
,
Maharas htra, 441601"
681,"Governm ent Medical College & Hospital, Alibag- Raigad,G overnme nt Medical College of Alibag, Alibag beach limaye wadi Alibagh Maharas htra- 402201,
Maharas htra, 402201"
682,"Governm ent Medical College & Hospital, Jalpaigur i,Hospital Road, Jalpaigur i, West Bengal- 735101,
West Bengal, 735101"
683,"Governm ent Medical College Chittorga rh
,Govern ment Medical College Chittorga rh Bojunda
- Udaipur Road Chittorga rh, Rajastha n, 312025"
684,"Governm ent Medical College Khaleelw adi,R.P. Road, Near Bustand, Khaleelw adi Nizamab ad, Telangan a, 503001"
685,"Governm ent Medical College Mahasa mund Chhattisg arh,In front of Sai temple raipur road village kharora Mahasa mund, Chhattisg arh, 493445"
686,"Governm ent Medical College Nirmal,5 30 PRIYAD ARSHINI NAGAR NIRMAL,
Telangan a, 504106"
687,"Governm ent Medical College Satna
,Satna, Madhya Pradesh, 485001"
688,"Governm ent Medical College Siddipet, Survey No 54,
Ensanpal li Village, Siddipet Mandal, Siddipet, Telangan a, 502114"
689,"Governm ent Medical College Suryapet
,AMARA VADI NAGAR, TALLAG ADDA, SURYAP ET- 508213
Suraypet Dist, Telangan a, 508213"
690,"Governm ent Medical College and District General Hospital, Ratnagiri
,Hodekar Road, Udyamn agar, Patwardh anwadi, Ratnagiri
,
Maharas htra- 415612,
Maharas htra, 415612"
691,"Governm ent Medical College and ESIC
Hospital, Coimbat ore,KAM ARAJAR ROAD, VARADH ARAJAP URAM, SINGAN ALLUR, COIMBA TORE,
Tamil Nadu, 641015"
692,"Governm ent Medical College and Hospital, Keonjhar
,AT- KABITR A, NEAR DD COLLEG E, KEONJH ARGAR H, PS- TOWN POLICE STATIO N, DIST- KEONJH AR, ODISHA,
Odisha, 758001"
693,"Governm ent Medical College, Anantha puram,O PP EE R AND B OFFICE SAI NAGAR ANANTA PURAM,
Andhra Pradesh, 515001"
694,"Governm ent Medical College, Ariyalur
,1
COLLEG E ROAD GOVER NMENT MEDICA L COLLEG E ARIYAL UR TAMIL NADU PIN 621713,
Tamil Nadu, 621713"
695,"Governm ent Medical College, Baramull a ,Kanth Bagh Baramull a, Jammu and Kashmir, Jammu And Kashmir, 193101"
696,"Governm ent Medical College, Bhadradr i, Kothagu dem,besi des Sammak ka Saarakka temple, Opp KSM
Petrol bunk, end of 6th Battalion Rd, Palwanc ha, Telangan a, Telangan a, 507115"
697,"Governm ent Medical College, Bhilwara, Sindari Ke Balaji Road Sangane r Bhilwara, Rajastha n, 311001"
698,"Governm ent Medical College, Churach andpur,H iangtam Lamka, I.B.
Road, Churach andpur District, Manipur, 795128"
699,"Governm ent Medical College, Dholpur, 411, OLD BARI ROAD, DHOLPU R,
Rajastha n, 328001"
700,"Governm ent Medical College, Dindigul, 1
Nallampa tti Road Adiyanoo thu village Dindigul, Tamil Nadu, 624003"
701,"Governm ent Medical College, Doda,Go vernment Medical College & Hospital Ghat Doda, Jammu And Kashmir, 182202"
702,"Governm ent Medical College, ESIC,
Kollam,P arippally Kollam 691574,
Kerala, 691574"
703,"Governm ent Medical College, Eluru,SU RVEY NO 60, BEHIND OLD BUS STAND, ELURU,
Andhra Pradesh, 534005"
704,"Governm ent Medical College, Hanuma ngarh,Ga nganagar
-sangria Bypass Road Hanuma ngarh Junction, Rajastha n, 335512"
705,"Governm ent Medical College, Jagtial,G overnme nt Medical College, Jagtial, Jagtial Village, Jagtial Tehsil, Jagtial Dist, Telangan a, 505327"
706,"Governm ent Medical College, Kallakuri chi
,S.NO 251, AGARAK OTTALA M ROAD, SIRUVA NGUR, KALLAK URICHI,
Tamil Nadu, 606213"
707,"Governm ent Medical College, Kanker, Chhattisg arh,GOV ERNME NT MEDICA L COLLEG E NANDAN MARA KANKER
,
Chhattisg arh, 494334"
708,"Governm ent Medical College, Kathua,C hak Sajjan KAthua, Jammu And Kashmir, 184101"
709,"Governm ent Medical College, Khamma m,Wyra Road, Khamma m, Telangan a, 507002"
710,"Governm ent Medical College, Konni
,GOVER NMENT MEDICA L COLLEG E KONNI KUMMA NNOOR PO KONNI PATHAN AMTHIT TA 689691,
Kerala, 689691"
711,"Governm ent Medical College, Korba(C. G.),Govt.
Medical College, Village Jhagrha, Balco- urga Road, City Korba C.G.,
Chhattisg arh, 495683"
712,"Governm ent Medical College, Krishnagi ri,Block- 1,
Polupalli, Krishnagi ri, Tamil Nadu, 635115"
713,"Governm ent Medical College, Mahabub abad,Go vernment Medical College, Mahabub abad, 551-1-P
Mahabub abad Village Mahabub abad, Telangan a, 506101"
714,"Governm ent Medical College, Mahabub angar,Go vernment Medical College Mahabub nagar Edira Village.M ahabubn agar, Telangan a, 509002"
715,"Governm ent Medical College, Mancheri al,Gover nment Medical College 708
Garmilla Village , Mancheri al Tehsil Mancheri al., Telangan a, 504208"
716,"Governm ent Medical College, Nagapatt inam,NO.
1,MANA LMEDU, ORATHU R VILLAGE
, NAGAPA TTINAM TK, NAGAPA TTINAM DISTRIC
T, Tamil Nadu, 611108"
717,"Governm ent Medical College, Nagarkur nool,Sy no. 237,
Uyyalaw ada village, Nanagar kurnool, Telangan a, 509209"
718,"Governm ent Medical College, Nilgiris,N
o. 1, INDU
NAGAR, MYSOR E ROAD, UDHAG AMAND ALAM, NILGIRI S DISTRIC
T, Tamil Nadu, 643005"
719,"Governm ent Medical College, Omandur ar,GOVE RNMEN T MEDICA L COLLEG E, OMAND URAR GOVER NMENT ESTATE, WALAJA ROAD, CHENNA I - 600
002.,
Tamil Nadu, 600002"
720,"Governm ent Medical College, Pali,NH- 62,Sume rpurRoad
,Ramasia
.Hemawa s,Pali, Rajastha n, 306401"
721,"Governm ent Medical College, Parbhani
,ITI CAMPU S, BEHIND DSM COLLEG E, JINTUR ROAD, PARBHA NI - 431401,
Maharas htra, 431401"
722,"Governm ent Medical College, Rajnand gaon,Bh arat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnand gaon.
Chhattisg
,
Chhattisg arh, 491441"
723,"Governm ent Medical College, Ramagu ndam,SU RVEY NUMBE R 92 95
96
MALKAP UR VILLAGE RAMAG UNDAM,
Telangan a, 505209"
724,"Governm ent Medical College, Ramanat hapuram, No 1,
Patinamk athan, Collector ate Backside
,
Ramanat hapuram.
, Tamil Nadu, 623503"
725,"Governm ent Medical College, Sindhudu rg,Dean Governm ent Medical College Sindhudu rg, Maharas htra, 416812"
726,"Governm ent Medical College, Sundarg arh,At- Chitabha nga,Po- Sankara, Dist- Sundarg arh,Odis ha,Pin- 770001,
Odisha, 770001"
727,"Governm ent Medical College, Thiruvall ur,BLOC K 1 MASTER PLAN COMPLE X THIRUV ALLUR COLLEC TORATE PERUM BAKKAM VILLAGE THIRUV ALLUR,
Tamil Nadu, 602001"
728,"Governm ent Medical College, Tiruppur, 18 DHARAP URAM ROAD TIRUPP UR TAMILN ADU 641608,
Tamil Nadu, 641608"
729,"Governm ent Medical College, Virudhun agar,No.
1, COLLEC TORATE MASTER PLAN COMPLE X KOORAI KUNDU VILLAGE
, VIRUDH UNAGA
R., Tamil Nadu, 626002"
730,"Governm ent medical College, Namakka l,353 MASTER PLAN COMPLE X SILUVA MPATTY NAMAKK
AL, Tamil Nadu, 637003"
731,"Governm ent of Medical College and Hospital, Balasore, Remuna, Balasore, 756019,
Odisha, 756019"
732,"Government Dental College & Hospital, Srinagar , Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010"
733,"Government Dental College & Hospital, Srinagar,Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010"
734,"Government Dental College Hyderabad , GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD -
500012, Telangana,
500012"
735,"Government Dental College Hyderabad,GOVERNMENT DENTAL COLLEGE AND HOSPITAL,
AFZALGUNJ, HYDERABAD - 500012, Telangana, 500012"
736,"Government Dental College and Hospital, Vijayawada , Government Dental College and Hospital, Machavaram Post, Vijayawada - 520004, Andhra Pradesh, 520004"
737,"Government Dental College and Hospital, Vijayawada,Government Dental College and Hospital, Machavaram Post, Vijayawada - 520004, Andhra Pradesh, 520004"
738,"Government Dental College, Alappuzha , Government Dental College
T.D Medical College (PO)
Alappuzha,Kerala, Kerala, 688005"
739,"Government Dental College, Alappuzha,Government Dental College
T.D Medical College (PO) Alappuzha,Kerala, Kerala, 688005"
740,"Government Dental College, Thrissur , MEDICAL COLLEGE(P O)
THRISSUR, Kerala, 680596"
741,"Government Dental College, Thrissur,MEDICAL COLLEGE(P O) THRISSUR, Kerala, 680596"
742,"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda , Paithna- Bhaganbigha, Rahui, Nalanda, Bihar, 803118"
743,"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda,Paithna- Bhaganbigha, Rahui, Nalanda, Bihar, 803118"
744,"Government Doon Medcial College, Dehradun , Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand,
248001"
745,"Government Doon Medcial College, Dehradun,Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001"
746,"Government Medcial College, Gondia , NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA."
747,"Government Medcial College, Gondia , NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA.,
Maharashtra, 441601"
748,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA."
749,"Government Medcial College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA., Maharashtra, 441601"
750,"Government Medical College & Hospital, Alibag-Raigad , Government Medical College of Alibag, Alibag beach limaye wadi Alibagh Maharashtra- 402201,
Maharashtra, 402201"
751,"Government Medical College & Hospital, Alibag-Raigad,Government Medical College of Alibag, Alibag beach limaye wadi Alibagh Maharashtra- 402201, Maharashtra, 402201"
752,"Government Medical College & Hospital, Jalpaiguri , Hospital Road, Jalpaiguri, West Bengal- 735101, West Bengal,
735101"
753,"Government Medical College & Hospital, Jalpaiguri,Hospital Road, Jalpaiguri, West Bengal- 735101, West Bengal, 735101"
754,"Government Medical College Chittorgarh  , Government Medical College Chittorgarh Bojunda - Udaipur Road Chittorgarh, Rajasthan, 312025"
755,"Government Medical College Chittorgarh ,Government Medical College Chittorgarh Bojunda - Udaipur Road Chittorgarh, Rajasthan, 312025"
756,"Government Medical College Khaleelwadi , Opposite TSRTC Bus Stand R.P.Road, Khaleelwadi Nizamabad"
757,"Government Medical College Khaleelwadi , R.P.Road, Near Bustand, Khaleelwadi Nizamabad, Telangana, 503001"
758,"Government Medical College Khaleelwadi,Opposite TSRTC Bus Stand R.P.Road, Khaleelwadi Nizamabad"
759,"Government Medical College Khaleelwadi,R.P.Road, Near Bustand, Khaleelwadi Nizamabad, Telangana, 503001"
760,"Government Medical College Mahasamund Chhattisgarh , In front of Sai temple raipur road village kharora Mahasamund, Chhattisgarh, 493445"
761,"Government Medical College Mahasamund Chhattisgarh,In front of Sai temple raipur road village kharora Mahasamund, Chhattisgarh, 493445"
762,"Government Medical College Nirmal , 530 PRIYADARSHINI NAGAR
NIRMAL, Telangana, 504106"
763,"Government Medical College Nirmal,530 PRIYADARSHINI NAGAR NIRMAL, Telangana, 504106"
764,"Government Medical College Satna  , Satna, Madhya Pradesh, 485001"
765,"Government Medical College Satna ,Satna, Madhya Pradesh, 485001"
766,"Government Medical College Siddipet , Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet, Telangana, 502103"
767,"Government Medical College Siddipet , Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet, Telangana, 502114"
768,"Government Medical College Siddipet,Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet, Telangana, 502103"
769,"Government Medical College Siddipet,Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet, Telangana, 502114"
770,"Government Medical College Suryapet , AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213
Suraypet Dist"
771,"Government Medical College Suryapet , AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213
Suraypet Dist, Telangana, 508213"
772,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213
Suraypet Dist"
773,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213
Suraypet Dist, Telangana, 508213"
774,"Government Medical College and District General Hospital,Ratnagiri , Hodekar Road, Udyamnagar, Patwardhanwadi, Ratnagiri, Maharashtra-415612, Maharashtra, 415612"
775,"Government Medical College and District General Hospital,Ratnagiri,Hodekar Road, Udyamnagar, Patwardhanwadi, Ratnagiri, Maharashtra-415612, Maharashtra, 415612"
776,"Government Medical College and ESIC Hospital, Coimbatore
, KAMARAJAR ROAD, VARADHARAJAPUR AM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015"
777,"Government Medical College and ESIC Hospital, Coimbatore,KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015"
778,"Government Medical College and Hospital, Keonjhar , AT- KABITRA, NEAR DD COLLEGE, KEONJHARGARH, PS- TOWN POLICE STATION, DIST- KEONJHAR,
ODISHA, Odisha, 758001"
779,"Government Medical College and Hospital, Keonjhar , AT- KABITRA, NEAR DD COLLEGE,KEONJHA RGARH, PS- TOWN POLICE STATION, DIST-KEONJHAR,
ODISHA, Odisha, 758001"
780,"Government Medical College and Hospital, Keonjhar,AT-KABITRA, NEAR DD COLLEGE, KEONJHARGARH, PS- TOWN POLICE STATION, DIST-KEONJHAR, ODISHA, Odisha, 758001"
781,"Government Medical College and Hospital, Keonjhar,AT-KABITRA, NEAR DD COLLEGE,KEONJHARGARH, PS- TOWN POLICE STATION, DIST-KEONJHAR, ODISHA, Odisha, 758001"
782,"Government Medical College, Ananthapuram , OPP EE R AND B OFFICE SAI NAGAR ANANTAPURAM,
Andhra Pradesh, 515001"
783,"Government Medical College, Ananthapuram,OPP EE R AND B OFFICE SAI NAGAR ANANTAPURAM, Andhra Pradesh, 515001"
784,"Government Medical College, Anantnag , verinag Road Dialgam Anantnag 192210, Jammu And
Kashmir, 192210"
785,"Government Medical College, Anantnag,verinag Road Dialgam Anantnag 192210, Jammu And Kashmir, 192210"
786,"Government Medical College, Ariyalur  , 1 COLLEGE ROAD GOVERNMENT MEDICAL COLLEGE ARIYALUR TAMIL NADU PIN 621713,
Tamil Nadu, 621713"
787,"Government Medical College, Ariyalur ,1 COLLEGE ROAD GOVERNMENT MEDICAL COLLEGE ARIYALUR TAMIL NADU PIN 621713, Tamil Nadu, 621713"
788,"Government Medical College, Baramulla  , Kanth Bagh Baramulla, Jammu and Kashmir, Jammu And Kashmir, 193101"
789,"Government Medical College, Baramulla ,Kanth Bagh Baramulla, Jammu and Kashmir, Jammu And Kashmir, 193101"
790,"Government Medical College, Bhadradri, Kothagudem , besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palwancha, Telangana, Telangana, 507115"
791,"Government Medical College, Bhadradri, Kothagudem,besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palwancha, Telangana, Telangana, 507115"
792,"Government Medical College, Bharatpur , Rampura, NH- 21,Sever Road,Bharatpur,Raja sthan, Rajasthan, 321001"
793,"Government Medical College, Bharatpur,Rampura, NH-21,Sever Road,Bharatpur,Rajasthan, Rajasthan, 321001"
